pr_id,pr_author,reviewed_by,review_state,review_text,reviewed_at
7550,sfc-gh-jkew,sfc-gh-jkew,COMMENTED,,2025-05-02T00:24:44Z
7550,sfc-gh-jkew,sfc-gh-jkew,COMMENTED,,2025-05-02T00:36:44Z
7550,sfc-gh-jkew,sfc-gh-jkew,COMMENTED,,2025-05-09T22:10:08Z
7550,sfc-gh-jkew,sfc-gh-joshi,COMMENTED,,2025-05-13T17:40:40Z
7550,sfc-gh-jkew,sfc-gh-mvashishtha,COMMENTED,I have one question about testing.,2025-05-22T19:41:00Z
7550,sfc-gh-jkew,sfc-gh-joshi,COMMENTED,,2025-05-22T20:33:15Z
7550,sfc-gh-jkew,sfc-gh-mvashishtha,APPROVED,,2025-05-22T23:45:58Z
7548,sfc-gh-jkew,sfc-gh-mvashishtha,APPROVED,,2025-05-01T17:38:19Z
7546,sfc-gh-joshi,sfc-gh-jkew,APPROVED,,2025-05-01T04:01:10Z
7545,sfc-gh-mvashishtha,github-advanced-security[bot],COMMENTED,,2025-04-30T23:09:17Z
7545,sfc-gh-mvashishtha,sfc-gh-jkew,COMMENTED,,2025-05-01T23:35:12Z
7545,sfc-gh-mvashishtha,sfc-gh-mvashishtha,COMMENTED,,2025-05-01T23:41:28Z
7545,sfc-gh-mvashishtha,sfc-gh-mvashishtha,COMMENTED,,2025-05-01T23:59:34Z
7545,sfc-gh-mvashishtha,sfc-gh-mvashishtha,COMMENTED,,2025-05-01T23:59:36Z
7545,sfc-gh-mvashishtha,sfc-gh-jkew,APPROVED,,2025-05-02T00:07:23Z
7541,sfc-gh-jkew,github-advanced-security[bot],COMMENTED,,2025-04-30T20:46:49Z
7541,sfc-gh-jkew,sfc-gh-joshi,COMMENTED,,2025-04-30T22:35:50Z
7541,sfc-gh-jkew,sfc-gh-jkew,COMMENTED,,2025-05-01T04:05:03Z
7541,sfc-gh-jkew,sfc-gh-jkew,COMMENTED,,2025-05-01T04:06:09Z
7539,sfc-gh-jkew,sfc-gh-joshi,COMMENTED,Can you add a test for this? We should do something like `test_set_valid_backend` https://github.com/modin-project/modin/blob/be2af47a505888a539cfdd7e399ad6d146a0e833/modin/tests/pandas/test_backend.py#L114 and mock `tqdm` to ensure it's not being called.,2025-04-29T20:36:58Z
7539,sfc-gh-jkew,sfc-gh-joshi,COMMENTED,,2025-04-29T20:41:11Z
7539,sfc-gh-jkew,sfc-gh-joshi,APPROVED,,2025-04-30T17:03:48Z
7537,sfc-gh-jkew,sfc-gh-mvashishtha,COMMENTED,I thought setuptools had released new versions to address https://github.com/pypa/setuptools/issues/4910. Do you understand why our tests still use 79.0.1?  I just reran this one: https://github.com/modin-project/modin/actions/runs/14713667755/job/41364817845,2025-04-29T17:00:36Z
7537,sfc-gh-jkew,sfc-gh-mvashishtha,APPROVED,,2025-04-29T17:00:52Z
7537,sfc-gh-jkew,sfc-gh-joshi,APPROVED,"It looks like older successful CI runs were installing `setuptools==75.8.2`: https://github.com/modin-project/modin/actions/runs/14674450551/job/41188048438

It's a little weird that the version that CI was pulling jumped so abruptly.",2025-04-29T17:02:52Z
7537,sfc-gh-jkew,devin-petersohn,APPROVED,,2025-04-29T17:34:37Z
7537,sfc-gh-jkew,devin-petersohn,APPROVED,,2025-04-29T17:35:14Z
7537,sfc-gh-jkew,sfc-gh-joshi,COMMENTED,,2025-04-29T21:08:00Z
7537,sfc-gh-jkew,sfc-gh-mvashishtha,APPROVED,,2025-04-29T21:09:54Z
7537,sfc-gh-jkew,sfc-gh-mvashishtha,APPROVED,,2025-04-29T21:52:49Z
7535,sfc-gh-jkew,sfc-gh-mvashishtha,APPROVED,,2025-04-30T18:55:44Z
7533,emmanuel-ferdman,devin-petersohn,APPROVED,Good catch! LGTM!,2025-04-28T17:19:19Z
7533,emmanuel-ferdman,sfc-gh-jkew,APPROVED,,2025-04-28T19:14:09Z
7531,sfc-gh-mvashishtha,github-advanced-security[bot],COMMENTED,,2025-04-25T22:18:14Z
7531,sfc-gh-mvashishtha,sfc-gh-jkew,APPROVED,,2025-04-28T16:49:18Z
7530,sfc-gh-mvashishtha,sfc-gh-jkew,APPROVED,"LGTM, most of the review covered through pair programming",2025-04-25T21:04:14Z
7529,sfc-gh-joshi,sfc-gh-mvashishtha,COMMENTED,,2025-04-28T22:58:38Z
7529,sfc-gh-joshi,sfc-gh-joshi,COMMENTED,,2025-04-28T23:44:53Z
7529,sfc-gh-joshi,sfc-gh-mvashishtha,APPROVED,,2025-04-29T17:26:37Z
7526,sfc-gh-mvashishtha,github-advanced-security[bot],COMMENTED,,2025-04-24T21:30:42Z
7524,sfc-gh-jkew,github-advanced-security[bot],COMMENTED,,2025-04-23T20:00:13Z
7524,sfc-gh-jkew,sfc-gh-mvashishtha,APPROVED,Mostly LGTM; I have some nits.,2025-04-23T23:27:02Z
7522,sfc-gh-joshi,github-advanced-security[bot],COMMENTED,,2025-04-22T21:55:53Z
7522,sfc-gh-joshi,sfc-gh-mvashishtha,COMMENTED,some minor comments,2025-04-23T18:03:26Z
7522,sfc-gh-joshi,sfc-gh-joshi,COMMENTED,,2025-04-23T22:26:49Z
7522,sfc-gh-joshi,sfc-gh-joshi,COMMENTED,,2025-04-23T22:28:00Z
7522,sfc-gh-joshi,sfc-gh-mvashishtha,COMMENTED,,2025-04-23T23:00:07Z
